,time,object_1,object_2,object_3,object_4,object_5
187,6.2333,"[238.379310711058, 390.999999363068, 353.857142857143, 512.678570700487]","[527.206896545478, 267.0, 273.935483953152, 236.52380952381]","[155.0, 200.0, 21.9310344161712, 26.0]","[27.0476190476191, 22.7142859383117, 20.5862069090445, 20.4482758121284]","[25.0322580234237, 21.2380952380952, 15.0714289074675, 19.3793103635668]"
188,6.2667,"[237.620690047563, 389.999999320606, 354.380952380952, 513.142856383117]","[527.241379303058, 267.0, 274.064516216696, 236.492063492064]","[155.0, 200.0, 22.0689654458977, 26.0]","[26.984126984127, 22.5714288051948, 20.5172413938853, 20.5517240844233]","[24.967741891652, 21.2539682539683, 14.8571432077922, 19.2758620908279]"
189,6.3,"[236.862069384067, 388.999999278143, 354.904761904762, 513.607142065746]","[527.275862060637, 267.0, 274.193548480239, 236.460317460318]","[155.0, 200.0, 22.2068964756243, 26.0]","[26.9206349206349, 22.4285716720779, 20.448275878726, 20.6551723567182]","[24.9032257598802, 21.2698412698413, 14.6428575081169, 19.172413818089]"
190,6.3333,"[236.103448720571, 387.999999235681, 355.428571428571, 514.071427748376]","[527.310344818217, 267.0, 274.322580743783, 236.428571428572]","[155.0, 200.0, 22.3448275053508, 26.0]","[26.8571428571429, 22.285714538961, 20.3793103635668, 20.7586206290131]","[24.8387096281085, 21.2857142857143, 14.4285718084415, 19.0689655453502]"
191,6.3667,"[235.344828057075, 386.999999193219, 355.952380952381, 514.535713431006]","[527.344827575797, 267.0, 274.451613007326, 236.396825396826]","[155.0, 200.0, 22.4827585350773, 26.0]","[26.7936507936508, 22.1428574058441, 20.3103448484075, 20.862068901308]","[24.7741934963367, 21.3015873015873, 14.2142861087662, 18.9655172726113]"
192,6.4,"[234.586207393579, 385.999999150757, 356.47619047619, 515.0]","[527.379310333376, 267.0, 274.58064527087, 236.36507936508]","[155.0, 200.0, 22.6206895648038, 26.0]","[26.7301587301587, 22.0, 20.2413793332483, 20.9655171736029]","[24.709677364565, 21.3174603174603, 14.0, 18.8620689998724]"
193,6.4333,"[233.827586730083, 384.999999108295, 357.0, 515.324324334143]","[527.413793090956, 267.0, 274.709677534413, 236.333333333333]","[154.756756749393, 200.0, 22.7586205945303, 26.0]","[26.6666666666667, 22.0810810835357, 20.172413818089, 21.0689654458977]","[24.6451612327932, 21.3333333333333, 14.1891891949167, 18.7586207271336]"
194,6.4667,"[233.068966066588, 383.999999065833, 357.523809523809, 515.648648668286]","[527.448275848536, 267.0, 274.838709797957, 236.301587301587]","[154.513513498786, 200.0, 22.8965516242568, 26.0]","[26.6031746031746, 22.1621621670714, 20.1034483029298, 21.1724137181926]","[24.5806451010215, 21.3492063492063, 14.3783783898333, 18.6551724543947]"
195,6.5,"[232.310345403092, 382.999999023371, 358.047619047619, 515.972973002428]","[527.482758606115, 267.0, 274.9677420615, 236.269841269841]","[154.270270248179, 200.0, 23.0344826539834, 26.0]","[26.5396825396825, 22.2432432506071, 20.0344827877705, 21.2758619904875]","[24.5161289692497, 21.3650793650794, 14.56756758475, 18.5517241816558]"
196,6.5333,"[231.551724739596, 381.999998980908, 358.571428571428, 516.297297336571]","[527.517241363695, 267.0, 275.096774325043, 236.238095238095]","[154.027026997572, 200.0, 23.1724136837099, 26.0]","[26.4761904761905, 22.3243243341428, 19.9655172726113, 21.3793102627824]","[24.451612837478, 21.3809523809524, 14.7567567796666, 18.448275908917]"
197,6.5667,"[230.7931040761, 380.999998938446, 359.095238095238, 516.621621670714]","[527.551724121275, 267.0, 275.225806588587, 236.206349206349]","[153.783783746964, 200.0, 23.3103447134364, 26.0]","[26.4126984126984, 22.4054054176786, 19.896551757452, 21.4827585350773]","[24.3870967057062, 21.3968253968254, 14.9459459745833, 18.3448276361781]"
198,6.6,"[230.034483412604, 379.999998895984, 359.619047619047, 516.945946004857]","[527.586206878854, 267.0, 275.35483885213, 236.174603174603]","[153.540540496357, 200.0, 23.4482757431629, 26.0]","[26.3492063492064, 22.4864865012143, 19.8275862422928, 21.5862068073722]","[24.3225805739345, 21.4126984126984, 15.1351351695, 18.2413793634392]"
199,6.6333,"[229.275862749108, 378.999998853522, 360.142857142857, 517.270270339]","[527.620689636434, 267.0, 275.483871115674, 236.142857142857]","[153.29729724575, 200.0, 23.5862067728894, 26.0]","[26.2857142857143, 22.56756758475, 19.7586207271335, 21.6896550796671]","[24.2580644421627, 21.4285714285714, 15.3243243644166, 18.1379310907003]"
200,6.6667,"[228.517242085613, 377.99999881106, 360.666666666667, 517.594594673143]","[527.655172394014, 267.0, 275.612903379217, 236.111111111111]","[153.054053995143, 200.0, 23.7241378026159, 26.0]","[26.2222222222222, 22.6486486682857, 19.6896552119743, 21.793103351962]","[24.193548310391, 21.4444444444444, 15.5135135593333, 18.0344828179615]"
201,6.7,"[227.758621422117, 376.999998768598, 361.190476190476, 517.918919007285]","[527.689655151593, 267.0, 275.741935642761, 236.079365079365]","[152.810810744536, 200.0, 23.8620688323425, 26.0]","[26.1587301587302, 22.7297297518214, 19.620689696815, 21.8965516242568]","[24.1290321786192, 21.4603174603175, 15.70270275425, 17.9310345452226]"
202,6.7333,"[227.0, 375.999998726136, 361.714285714286, 518.243243341428]","[527.724137909173, 267.0, 275.870967906304, 236.047619047619]","[152.567567493929, 200.0, 24.0, 26.0]","[26.0952380952381, 22.8108108353571, 19.5517241816558, 22.0]","[24.0645160468475, 21.4761904761905, 15.8918919491666, 17.8275862724837]"
203,6.7667,"[375.0, 362.238095238095, 518.567567675571, 527.758620666753]","[276.0, 236.015873015873, 152.324324243322, 200.0]","[26.0, 26.031746031746, 22.8918919188928, 19.4827586664965]","[24.0, 21.4920634920635, 16.0810811440833, 17.7241379997449]","[nan, nan, nan, nan]"
204,6.8,"[373.941176522068, 362.761904761905, 518.891892009714, 527.793103424332]","[276.0, 235.984126984127, 152.081080992715, 200.0]","[26.1176470531036, 25.968253968254, 22.9729730024285, 19.4137931513373]","[23.9411764734482, 21.5079365079365, 16.2702703389999, 17.620689727006]","[nan, nan, nan, nan]"
205,6.8333,"[372.882353044135, 363.285714285714, 519.216216343857, 527.827586181912]","[276.0, 235.952380952381, 151.837837742107, 200.0]","[26.2352941062072, 25.9047619047619, 23.0540540859642, 19.344827636178]","[23.8823529468964, 21.5238095238095, 16.4594595339166, 17.5172414542671]","[nan, nan, nan, nan]"
206,6.8667,"[371.823529566203, 363.809523809524, 519.540540678, 527.862068939492]","[276.0, 235.920634920635, 151.5945944915, 200.0]","[26.3529411593108, 25.8412698412698, 23.1351351695, 19.2758621210188]","[23.8235294203446, 21.5396825396825, 16.6486487288333, 17.4137931815283]","[nan, nan, nan, nan]"
207,6.9,"[370.76470608827, 364.333333333333, 519.864865012142, 527.896551697071]","[276.0, 235.888888888889, 151.351351240893, 200.0]","[26.4705882124144, 25.7777777777778, 23.2162162530357, 19.2068966058595]","[23.7647058937928, 21.5555555555556, 16.8378379237499, 17.3103449087894]","[nan, nan, nan, nan]"
208,6.9333,"[369.705882610338, 364.857142857143, 520.189189346285, 527.931034454651]","[276.0, 235.857142857143, 151.108107990286, 200.0]","[26.588235265518, 25.7142857142857, 23.2972973365714, 19.1379310907003]","[23.705882367241, 21.5714285714286, 17.0270271186666, 17.2068966360505]","[nan, nan, nan, nan]"
209,6.9667,"[368.647059132406, 365.380952380952, 520.513513680428, 527.965517212231]","[276.0, 235.825396825397, 150.864864739679, 200.0]","[26.7058823186216, 25.6507936507937, 23.3783784201071, 19.068965575541]","[23.6470588406892, 21.5873015873016, 17.2162163135832, 17.1034483633116]","[nan, nan, nan, nan]"
210,7.0,"[367.588235654473, 365.904761904762, 520.837838014571, 528.0]","[276.0, 235.793650793651, 150.621621489072, 200.0]","[26.8235293717252, 25.5873015873016, 23.4594595036428, 19.0]","[23.5882353141374, 21.6031746031746, 17.4054055084999, 17.0]","[nan, nan, nan, nan]"
211,7.0333,"[366.529412176541, 366.428571428571, 521.162162348714, 528.017241379682]","[276.0, 235.761904761905, 150.378378238465, 199.827586203184]","[26.9411764248288, 25.5238095238095, 23.5405405871785, 19.0344827593632]","[23.5294117875856, 21.6190476190476, 17.5945947034166, 17.086206898408]","[nan, nan, nan, nan]"
212,7.0667,"[365.470588698609, 366.952380952381, 521.486486682857, 528.034482759363]","[276.0, 235.730158730159, 150.135134987858, 199.655172406368]","[27.0588234779324, 25.4603174603175, 23.6216216707142, 19.0689655187264]","[23.4705882610338, 21.6349206349206, 17.7837838983332, 17.1724137968161]","[nan, nan, nan, nan]"
213,7.1,"[364.411765220676, 367.47619047619, 521.810811016999, 528.051724139045]","[276.0, 235.698412698413, 149.89189173725, 199.482758609552]","[27.176470531036, 25.3968253968254, 23.7027027542499, 19.1034482780896]","[23.411764734482, 21.6507936507936, 17.9729730932499, 17.2586206952241]","[nan, nan, nan, nan]"
214,7.1333,"[363.352941742744, 368.0, 522.135135351142, 528.068965518727]","[276.0, 235.666666666667, 149.648648486643, 199.310344812736]","[27.2941175841396, 25.3333333333333, 23.7837838377856, 19.1379310374529]","[23.3529412079302, 21.6666666666667, 18.1621622881665, 17.3448275936321]","[nan, nan, nan, nan]"
215,7.1667,"[362.294118264811, 368.523809523809, 522.459459685285, 528.086206898408]","[276.0, 235.634920634921, 149.405405236036, 199.13793101592]","[27.4117646372432, 25.2698412698413, 23.8648649213214, 19.1724137968161]","[23.2941176813784, 21.6825396825397, 18.3513514830832, 17.4310344920402]","[nan, nan, nan, nan]"
216,7.2,"[361.235294786879, 369.047619047619, 522.783784019428, 528.10344827809]","[276.0, 235.603174603175, 149.162161985429, 198.965517219104]","[27.5294116903467, 25.2063492063492, 23.9459460048571, 19.2068965561793]","[23.2352941548266, 21.6984126984127, 18.5405406779999, 17.5172413904482]","[nan, nan, nan, nan]"
217,7.2333,"[360.176471308947, 369.571428571428, 523.108108353571, 528.120689657772]","[276.0, 235.571428571429, 148.918918734822, 198.793103422287]","[27.6470587434503, 25.1428571428572, 24.0270270883928, 19.2413793155425]","[23.1764706282748, 21.7142857142857, 18.7297298729165, 17.6034482888563]","[nan, nan, nan, nan]"
218,7.2667,"[359.117647831014, 370.095238095238, 523.432432687714, 528.137931037453]","[276.0, 235.539682539683, 148.675675484215, 198.620689625471]","[27.7647057965539, 25.0793650793651, 24.1081081719285, 19.2758620749057]","[23.117647101723, 21.7301587301587, 18.9189190678332, 17.6896551872643]","[nan, nan, nan, nan]"
219,7.3,"[358.058824353082, 370.619047619047, 523.756757021856, 528.155172417135]","[276.0, 235.507936507937, 148.432432233608, 198.448275828655]","[27.8823528496575, 25.015873015873, 24.1891892554642, 19.3103448342689]","[23.0588235751712, 21.7460317460317, 19.1081082627499, 17.7758620856723]","[nan, nan, nan, nan]"
220,7.3333,"[357.0, 371.142857142857, 524.081081355999, 528.172413796816]","[276.0, 235.476190476191, 148.189188983001, 198.275862031839]","[28.0, 24.952380952381, 24.2702703389999, 19.3448275936321]","[23.0, 21.7619047619048, 19.2972974576665, 17.8620689840804]","[nan, nan, nan, nan]"
221,7.3667,"[356.375000013154, 371.666666666666, 524.405405690142, 528.189655176498]","[276.031249999342, 235.444444444445, 147.945945732393, 198.103448235023]","[27.9062500019731, 24.8888888888889, 24.3513514225356, 19.3793103529954]","[23.1562499967116, 21.7777777777778, 19.4864866525832, 17.9482758824884]","[nan, nan, nan, nan]"
222,7.4,"[355.750000026307, 372.190476190476, 524.729730024285, 528.20689655618]","[276.062499998685, 235.412698412699, 147.702702481786, 197.931034438207]","[27.8125000039461, 24.8253968253968, 24.4324325060713, 19.4137931123586]","[23.3124999934232, 21.7936507936508, 19.6756758474998, 18.0344827808964]","[nan, nan, nan, nan]"
223,7.4333,"[355.125000039461, 372.714285714285, 525.054054358428, 528.224137935861]","[276.093749998027, 235.380952380953, 147.459459231179, 197.758620641391]","[27.7187500059192, 24.7619047619048, 24.513513589607, 19.4482758717218]","[23.4687499901347, 21.8095238095238, 19.8648650424165, 18.1206896793045]","[nan, nan, nan, nan]"
224,7.4667,"[354.500000052615, 373.238095238095, 525.378378692571, 528.241379315543]","[276.124999997369, 235.349206349207, 147.216215980572, 197.586206844575]","[27.6250000078922, 24.6984126984127, 24.5945946731428, 19.482758631085]","[23.6249999868463, 21.8253968253968, 20.0540542373332, 18.2068965777125]","[nan, nan, nan, nan]"
225,7.5,"[353.875000065768, 373.761904761904, 525.702703026713, 528.258620695225]","[276.156249996712, 235.317460317461, 146.972972729965, 197.413793047759]","[27.5312500098653, 24.6349206349206, 24.6756757566785, 19.5172413904482]","[23.7812499835579, 21.8412698412698, 20.2432434322498, 18.2931034761205]","[nan, nan, nan, nan]"
226,7.5333,"[353.250000078922, 374.285714285714, 526.027027360856, 528.275862074906]","[276.187499996054, 235.285714285715, 146.729729479358, 197.241379250943]","[27.4375000118383, 24.5714285714286, 24.7567568402142, 19.5517241498114]","[23.9374999802695, 21.8571428571429, 20.4324326271665, 18.3793103745286]","[nan, nan, nan, nan]"
227,7.5667,"[352.625000092076, 374.809523809524, 526.351351694999, 528.293103454588]","[276.218749995396, 235.253968253969, 146.486486228751, 197.068965454127]","[27.3437500138114, 24.5079365079365, 24.8378379237499, 19.5862069091746]","[24.093749976981, 21.8730158730159, 20.6216218220831, 18.4655172729366]","[nan, nan, nan, nan]"
228,7.6,"[352.000000105229, 375.333333333333, 526.675676029142, 528.31034483427]","[276.249999994739, 235.222222222223, 146.243242978144, 196.896551657311]","[27.2500000157845, 24.4444444444445, 24.9189190072856, 19.6206896685379]","[24.2499999736926, 21.8888888888889, 20.8108110169998, 18.5517241713447]","[nan, nan, nan, nan]"
229,7.6333,"[351.375000118383, 375.857142857143, 527.0, 528.327586213951]","[276.281249994081, 235.190476190477, 146.0, 196.724137860495]","[27.1562500177575, 24.3809523809524, 25.0, 19.6551724279011]","[24.4062499704042, 21.9047619047619, 21.0, 18.6379310697527]","[nan, nan, nan, nan]"
230,7.6667,"[350.750000131537, 376.380952380952, 527.062500000203, 528.344827593633]","[276.312499993423, 235.158730158731, 145.895833332995, 196.551724063679]","[27.0625000197306, 24.3174603174603, 25.0416666668019, 19.6896551872643]","[24.5624999671158, 21.9206349206349, 21.020833333401, 18.7241379681607]","[nan, nan, nan, nan]"
231,7.7,"[350.12500014469, 376.904761904762, 527.125000000406, 528.362068973315]","[276.343749992766, 235.126984126985, 145.79166666599, 196.379310266862]","[26.9687500217036, 24.2539682539683, 25.0833333336039, 19.7241379466275]","[24.7187499638273, 21.9365079365079, 21.0416666668019, 18.8103448665688]","[nan, nan, nan, nan]"
232,7.7333,"[349.500000157844, 377.428571428571, 527.187500000609, 528.379310352996]","[276.374999992108, 235.095238095239, 145.687499998985, 196.206896470046]","[26.8750000236767, 24.1904761904762, 25.1250000004058, 19.7586207059907]","[24.8749999605389, 21.9523809523809, 21.0625000002029, 18.8965517649768]","[nan, nan, nan, nan]"
233,7.7667,"[348.875000170998, 377.952380952381, 527.250000000812, 528.396551732678]","[276.40624999145, 235.063492063493, 145.58333333198, 196.03448267323]","[26.7812500256497, 24.1269841269841, 25.1666666672078, 19.7931034653539]","[25.0312499572505, 21.968253968254, 21.0833333336039, 18.9827586633848]","[nan, nan, nan, nan]"
234,7.8,"[348.250000184152, 378.47619047619, 527.312500001015, 528.41379311236]","[276.437499990793, 235.031746031746, 145.479166664976, 195.862068876414]","[26.6875000276228, 24.0634920634921, 25.2083333340097, 19.8275862247172]","[25.1874999539621, 21.984126984127, 21.1041666670049, 19.0689655617929]","[nan, nan, nan, nan]"
235,7.8333,"[347.625000197305, 379.0, 527.375000001218, 528.431034492041]","[276.468749990135, 235.0, 145.374999997971, 195.689655079598]","[26.5937500295958, 24.0, 25.2500000008117, 19.8620689840804]","[25.3437499506736, 22.0, 21.1250000004058, 19.1551724602009]","[nan, nan, nan, nan]"
236,7.8667,"[347.000000210459, 379.631578930748, 527.437500001421, 528.448275871723]","[276.499999989477, 234.76315790097, 145.270833330966, 195.517241282782]","[26.5000000315689, 24.0, 25.2916666676136, 19.8965517434436]","[25.4999999473852, 21.9473684224377, 21.1458333338068, 19.241379358609]","[nan, nan, nan, nan]"
237,7.9,"[346.375000223613, 380.263157861496, 527.500000001623, 528.465517251405]","[276.531249988819, 234.526315801939, 145.166666663961, 195.344827485966]","[26.406250033542, 24.0, 25.3333333344156, 19.9310345028068]","[25.6562499440968, 21.8947368448753, 21.1666666672078, 19.327586257017]","[nan, nan, nan, nan]"
238,7.9333,"[345.750000236766, 380.894736792244, 527.562500001826, 528.482758631086]","[276.562499988162, 234.289473702909, 145.062499996956, 195.17241368915]","[26.312500035515, 24.0, 25.3750000012175, 19.96551726217]","[25.8124999408084, 21.842105267313, 21.1875000006088, 19.413793155425]","[nan, nan, nan, nan]"
239,7.9667,"[345.12500024992, 381.526315722992, 527.625000002029, 528.500000010768]","[276.593749987504, 234.052631603878, 144.958333329951, 194.999999892334]","[26.2187500374881, 24.0, 25.4166666680195, 20.0000000215332]","[25.9687499375199, 21.7894736897507, 21.2083333340097, 19.5000000538331]","[nan, nan, nan, nan]"
240,8.0,"[344.500000263074, 382.15789465374, 527.687500002232, 528.517241390449]","[276.624999986846, 233.815789504848, 144.854166662946, 194.827586095518]","[26.1250000394611, 24.0, 25.4583333348214, 20.0344827808964]","[26.1249999342315, 21.7368421121884, 21.2291666674107, 19.5862069522411]","[nan, nan, nan, nan]"
241,8.0333,"[343.875000276227, 382.789473584488, 527.750000002435, 528.534482770131]","[276.656249986189, 233.578947405817, 144.749999995941, 194.655172298702]","[26.0312500414342, 24.0, 25.5000000016234, 20.0689655402597]","[26.2812499309431, 21.684210534626, 21.2500000008117, 19.6724138506491]","[nan, nan, nan, nan]"
242,8.0667,"[343.250000289381, 383.421052515236, 527.812500002638, 528.551724149813]","[276.687499985531, 233.342105306787, 144.645833328937, 194.482758501886]","[25.9375000434072, 24.0, 25.5416666684253, 20.1034482996229]","[26.4374999276547, 21.6315789570637, 21.2708333342126, 19.7586207490572]","[nan, nan, nan, nan]"
243,8.1,"[342.625000302535, 384.052631445983, 527.875000002841, 528.568965529494]","[276.718749984873, 233.105263207756, 144.541666661932, 194.31034470507]","[25.8437500453803, 24.0, 25.5833333352273, 20.1379310589861]","[26.5937499243663, 21.5789473795014, 21.2916666676136, 19.8448276474652]","[nan, nan, nan, nan]"
244,8.1333,"[342.000000315688, 384.684210376731, 527.937500003044, 528.586206909176]","[276.749999984216, 232.868421108726, 144.437499994927, 194.137930908254]","[25.7500000473534, 24.0, 25.6250000020292, 20.1724138183493]","[26.7499999210778, 21.5263158019391, 21.3125000010146, 19.9310345458732]","[nan, nan, nan, nan]"
245,8.1667,"[341.375000328842, 385.315789307479, 528.000000003247, 528.603448288858]","[276.781249983558, 232.631579009695, 144.333333327922, 193.965517111437]","[25.6562500493264, 24.0, 25.6666666688312, 20.2068965777125]","[26.9062499177894, 21.4736842243767, 21.3333333344156, 20.0172414442813]","[nan, nan, nan, nan]"
246,8.2,"[340.750000341996, 385.947368238227, 528.06250000345, 528.620689668539]","[276.8124999829, 232.394736910665, 144.229166660917, 193.793103314621]","[25.5625000512995, 24.0, 25.7083333356331, 20.2413793370757]","[27.062499914501, 21.4210526468144, 21.3541666678165, 20.1034483426893]","[nan, nan, nan, nan]"
247,8.2333,"[340.125000355149, 386.578947168975, 528.125000003653, 528.637931048221]","[276.843749982243, 232.157894811634, 144.124999993912, 193.620689517805]","[25.4687500532725, 24.0, 25.7500000024351, 20.2758620964389]","[27.2187499112126, 21.3684210692521, 21.3750000012175, 20.1896552410974]","[nan, nan, nan, nan]"
248,8.2667,"[339.500000368303, 387.210526099723, 528.187500003856, 528.655172427903]","[276.874999981585, 231.921052712604, 144.020833326907, 193.448275720989]","[25.3750000552456, 24.0, 25.791666669237, 20.3103448558022]","[27.3749999079241, 21.3157894916898, 21.3958333346185, 20.2758621395054]","[nan, nan, nan, nan]"
249,8.3,"[338.875000381457, 387.842105030471, 528.250000004059, 528.672413807584]","[276.906249980927, 231.684210613573, 143.916666659902, 193.275861924173]","[25.2812500572186, 24.0, 25.833333336039, 20.3448276151654]","[27.5312499046357, 21.2631579141274, 21.4166666680194, 20.3620690379134]","[nan, nan, nan, nan]"
250,8.3333,"[338.25000039461, 388.473683961219, 528.312500004262, 528.689655187266]","[276.93749998027, 231.447368514543, 143.812499992898, 193.103448127357]","[25.1875000591917, 24.0, 25.8750000028409, 20.3793103745286]","[27.6874999013473, 21.2105263365651, 21.4375000014204, 20.4482759363215]","[nan, nan, nan, nan]"
251,8.3667,"[337.625000407764, 389.105262891967, 528.375000004464, 528.706896566948]","[276.968749979612, 231.210526415513, 143.708333325893, 192.931034330541]","[25.0937500611647, 24.0, 25.9166666696429, 20.4137931338918]","[27.8437498980589, 21.1578947590028, 21.4583333348214, 20.5344828347295]","[nan, nan, nan, nan]"
252,8.4,"[337.0, 389.736841822715, 528.437500004667, 528.724137946629]","[277.0, 230.973684316482, 143.604166658888, 192.758620533725]","[25.0, 24.0, 25.9583333364448, 20.448275893255]","[28.0, 21.1052631814404, 21.4791666682224, 20.6206897331375]","[nan, nan, nan, nan]"
253,8.4333,"[335.714285517493, 390.368420753463, 528.50000000487, 528.741379326311]","[277.571428658892, 230.736842217452, 143.499999991883, 192.586206736909]","[25.3571429118076, 24.0, 26.0000000032468, 20.4827586526182]","[27.4999999234694, 21.0526316038781, 21.5000000016233, 20.7068966315456]","[nan, nan, nan, nan]"
254,8.4667,"[334.428571034985, 390.999999684211, 528.562500005073, 528.758620705993]","[278.142857317784, 230.500000118421, 143.395833324878, 192.413792940093]","[25.7142858236152, 24.0, 26.0416666700487, 20.5172414119814]","[26.9999998469388, 21.0000000263158, 21.5208333350243, 20.7931035299536]","[nan, nan, nan, nan]"
255,8.5,"[333.142856552478, 391.631578614959, 528.625000005276, 528.775862085674]","[278.714285976676, 230.263158019391, 143.291666657873, 192.241379143277]","[26.0714287354228, 24.0, 26.0833333368507, 20.5517241713447]","[26.4999997704081, 20.9473684487535, 21.5416666684253, 20.8793104283616]","[nan, nan, nan, nan]"
256,8.5333,"[331.857142069971, 392.263157545707, 528.687500005479, 528.793103465356]","[279.285714635569, 230.02631592036, 143.187499990868, 192.068965346461]","[26.4285716472304, 24.0, 26.1250000036526, 20.5862069307079]","[25.9999996938775, 20.8947368711911, 21.5625000018263, 20.9655173267697]","[nan, nan, nan, nan]"
257,8.5667,"[330.571427587463, 392.894736476455, 528.750000005682, 528.810344845038]","[279.857143294461, 229.78947382133, 143.083333323863, 191.896551549645]","[26.7857145590379, 24.0, 26.1666666704545, 20.6206896900711]","[25.4999996173469, 20.8421052936288, 21.5833333352272, 21.0517242251777]","[nan, nan, nan, nan]"
258,8.6,"[329.285713104956, 393.526315407203, 528.812500005885, 528.827586224719]","[280.428571953353, 229.552631722299, 142.979166656859, 191.724137752828]","[27.1428574708455, 24.0, 26.2083333372565, 20.6551724494343]","[24.9999995408163, 20.7894737160665, 21.6041666686282, 21.1379311235858]","[nan, nan, nan, nan]"
259,8.6333,"[327.999998622449, 394.15789433795, 528.875000006088, 528.844827604401]","[281.000000612245, 229.315789623269, 142.874999989854, 191.551723956012]","[27.5000003826531, 24.0, 26.2500000040584, 20.6896552087975]","[24.4999994642856, 20.7368421385042, 21.6250000020292, 21.2241380219938]","[nan, nan, nan, nan]"
260,8.6667,"[326.714284139941, 394.789473268698, 528.937500006291, 528.862068984082]","[281.571429271137, 229.078947524238, 142.770833322849, 191.379310159196]","[27.8571432944607, 24.0, 26.2916666708604, 20.7241379681607]","[23.999999387755, 20.6842105609418, 21.6458333354301, 21.3103449204018]","[nan, nan, nan, nan]"
261,8.7,"[325.428569657434, 395.421052199446, 529.000000006494, 528.879310363764]","[282.142857930029, 228.842105425208, 142.666666655844, 191.20689636238]","[28.2142862062683, 24.0, 26.3333333376623, 20.7586207275239]","[23.4999993112244, 20.6315789833795, 21.6666666688311, 21.3965518188099]","[nan, nan, nan, nan]"
262,8.7333,"[324.142855174927, 396.052631130194, 529.062500006697, 528.896551743446]","[282.714286588922, 228.605263326177, 142.562499988839, 191.034482565564]","[28.5714291180759, 24.0, 26.3750000044643, 20.7931034868872]","[22.9999992346938, 20.5789474058172, 21.6875000022321, 21.4827587172179]","[nan, nan, nan, nan]"
263,8.7667,"[322.857140692419, 396.684210060942, 529.1250000069, 528.913793123127]","[283.285715247814, 228.368421227147, 142.458333321834, 190.862068768748]","[28.9285720298835, 24.0, 26.4166666712662, 20.8275862462504]","[22.4999991581632, 20.5263158282549, 21.7083333356331, 21.5689656156259]","[nan, nan, nan, nan]"
264,8.8,"[321.571426209912, 397.31578899169, 529.187500007103, 528.931034502809]","[283.857143906706, 228.131579128116, 142.354166654829, 190.689654971932]","[29.2857149416911, 24.0, 26.4583333380682, 20.8620690056136]","[21.9999990816325, 20.4736842506925, 21.729166669034, 21.655172514034]","[nan, nan, nan, nan]"
265,8.8333,"[320.285711727405, 397.947367922438, 529.250000007306, 528.948275882491]","[284.428572565598, 227.894737029086, 142.249999987824, 190.517241175116]","[29.6428578534987, 24.0, 26.5000000048701, 20.8965517649768]","[21.4999990051019, 20.4210526731302, 21.750000002435, 21.741379412442]","[nan, nan, nan, nan]"
266,8.8667,"[319.0, 398.578946853186, 529.312500007508, 528.965517262172]","[285.0, 227.657894930055, 142.14583332082, 190.3448273783]","[30.0, 24.0, 26.5416666716721, 20.93103452434]","[21.0, 20.3684210955679, 21.770833335836, 21.8275863108501]","[nan, nan, nan, nan]"
267,8.9,"[399.210525783934, 529.375000007711, 528.982758641854, 381.0]","[227.421052831025, 142.041666653815, 190.172413581484, 270.0]","[24.0, 26.0, 20.0, 19.0]","[20.0, 21.0, 21.0, 16.0]","[nan, nan, nan, nan]"
268,8.9333,"[399.842104714682, 529.437500007914, 529.0, 380.0]","[227.184210731995, 141.93749998681, 190.0, 270.0]","[24.0, 26.0, 21.0, 23.0]","[20.0, 21.0, 22.0, 20.0]","[nan, nan, nan, nan]"
269,8.9667,"[400.47368364543, 529.500000008117, 529.454545477157, 379.050000030536]","[226.947368632964, 141.833333319805, 189.863636356853, 270.0]","[24.0, 26.6666666720779, 20.8636363568528, 22.9000000032143]","[20.2105263628809, 21.8333333360389, 21.818181809137, 19.9000000032143]","[nan, nan, nan, nan]"
270,9.0,"[401.105262576178, 529.56250000832, 529.909090954315, 378.100000061071]","[226.710526533934, 141.7291666528, 189.727272713706, 270.0]","[24.0, 26.7083333388799, 20.7272727137055, 22.8000000064286]","[20.1578947853186, 21.8541666694399, 21.636363618274, 19.8000000064286]","[nan, nan, nan, nan]"
271,9.0333,"[401.736841506926, 529.625000008523, 530.363636431472, 377.150000091607]","[226.473684434903, 141.624999985795, 189.590909070558, 270.0]","[24.0, 26.7500000056818, 20.5909090705583, 22.7000000096429]","[20.1052632077562, 21.8750000028408, 21.4545454274111, 19.7000000096429]","[nan, nan, nan, nan]"
272,9.0667,"[402.368420437674, 529.687500008726, 530.81818190863, 376.200000122143]","[226.236842335873, 141.52083331879, 189.454545427411, 270.0]","[24.0, 26.7916666724838, 20.4545454274111, 22.6000000128571]","[20.0526316301939, 21.8958333362418, 21.2727272365481, 19.6000000128571]","[nan, nan, nan, nan]"
273,9.1,"[403.0, 529.750000008929, 531.272727385787, 375.250000152679]","[226.0, 141.416666651785, 189.318181784264, 270.0]","[24.0, 26.8333333392857, 20.3181817842638, 22.5000000160714]","[20.0, 21.9166666696428, 21.0909090456851, 19.5000000160714]","[nan, nan, nan, nan]"
274,9.1333,"[403.533333333333, 529.812500009132, 531.727272862945, 374.300000183214]","[225.633333333333, 141.312499984781, 189.181818141117, 270.0]","[24.0666666666667, 26.8750000060877, 20.1818181411166, 22.4000000192857]","[20.1333333333333, 21.9375000030438, 20.9090908548221, 19.4000000192857]","[nan, nan, nan, nan]"
