,time,object_1,object_2,object_3,object_4
292,9.7333,"[386.699065804656, 148.606842041016, 281.0, 46.0]","[131.502809225728, 288.834808349609, 379.0, 354.0]","[33.0, 46.0, 23.0, 34.0]","[34.0, 36.0, 25.0, 29.0]"
293,9.7667,"[387.769500553695, 147.048965454102, 281.0, 59.0]","[139.37033277654, 289.68115234375, 379.0, 364.0]","[32.0, 48.0, 28.0, 27.0]","[33.0, 37.0, 28.0, 23.0]"
294,9.8,"[388.213592529297, 147.638977050781, 287.0, 136.566802978516]","[292.555053710938, 381.0, 32.0, 44.0]","[22.0, 33.0, 35.0, 26.0]","[nan, nan, nan, nan]"
295,9.8333,"[387.817626953125, 146.164093017578, 287.0, 142.390548706055]","[295.859680175781, 381.0, 32.0, 44.0]","[30.0, 33.0, 32.0, 29.0]","[nan, nan, nan, nan]"
296,9.8667,"[388.185821533203, 142.299499511719, 291.0, 149.054565429688]","[296.666015625, 385.0, 32.0, 50.0]","[27.0, 33.0, 35.0, 26.0]","[nan, nan, nan, nan]"
297,9.9,"[389.313079833984, 141.860290527344, 291.0, 155.807373046875]","[297.776245117188, 385.0, 32.0, 48.0]","[29.0, 33.0, 36.0, 29.0]","[nan, nan, nan, nan]"
298,9.9333,"[390.254974365234, 139.378952026367, 298.0, 162.528259277344]","[297.545593261719, 390.0, 32.0, 51.0]","[22.0, 33.0, 40.0, 24.0]","[nan, nan, nan, nan]"
299,9.9667,"[391.011199951172, 139.656982421875, 298.0, 168.952331542969]","[301.729522705078, 390.0, 31.0, 49.0]","[21.0, 32.0, 36.0, 24.0]","[nan, nan, nan, nan]"
300,10.0,"[391.49169921875, 140.380462646484, 301.0, 174.735687255859]","[305.655303955078, 387.0, 32.0, 45.0]","[18.0, 33.0, 32.0, 28.0]","[nan, nan, nan, nan]"
301,10.033,"[391.875946044922, 139.21533203125, 302.0, 180.30354309082]","[307.094604492188, 387.0, 32.0, 45.0]","[22.0, 33.0, 33.0, 24.0]","[nan, nan, nan, nan]"
302,10.067,"[392.232818603516, 139.012268066406, 300.0, 185.473861694336]","[308.522796630859, 391.0, 32.0, 45.0]","[24.0, 33.0, 33.0, 20.0]","[nan, nan, nan, nan]"
303,10.1,"[392.551788330078, 136.757507324219, 300.0, 189.235992431641]","[307.961120605469, 391.0, 32.0, 48.0]","[33.0, 33.0, 37.0, 29.0]","[nan, nan, nan, nan]"
304,10.133,"[392.696563720703, 139.574935913086, 306.0, 192.589248657227]","[313.66943359375, 398.0, 32.0, 40.0]","[27.0, 33.0, 29.0, 22.0]","[nan, nan, nan, nan]"
305,10.167,"[392.460113525391, 138.527923583984, 306.0, 120.0]","[195.953140258789, 315.635284423828, 398.0, 364.0]","[33.0, 40.0, 26.0, 21.0]","[34.0, 29.0, 26.0, 30.0]"
306,10.2,"[392.628143310547, 133.794540405273, 310.0, 124.0]","[200.8740234375, 314.343109130859, 402.0, 363.0]","[33.0, 49.0, 22.0, 21.0]","[34.0, 35.0, 22.0, 30.0]"
307,10.233,"[393.222412109375, 134.111526489258, 310.0, 127.0]","[206.4990234375, 316.301849365234, 402.0, 362.0]","[32.0, 47.0, 24.0, 26.0]","[33.0, 35.0, 22.0, 28.0]"
308,10.267,"[393.887542724609, 135.865905761719, 312.0, 137.0]","[211.679351806641, 320.063781738281, 402.0, 360.0]","[32.0, 41.0, 22.0, 24.0]","[33.0, 30.0, 22.0, 31.0]"
309,10.3,"[394.890991210938, 132.950347900391, 312.0, 141.0]","[216.483169555664, 321.090942382812, 402.0, 359.0]","[32.0, 46.0, 21.0, 24.0]","[33.0, 33.0, 24.0, 29.0]"
310,10.333,"[395.499725341797, 129.270034790039, 317.0, 147.0]","[221.105529785156, 318.055847167969, 405.0, 361.0]","[31.0, 53.0, 16.0, 25.0]","[32.0, 41.0, 21.0, 25.0]"
311,10.367,"[395.423980712891, 134.346527099609, 317.0, 152.0]","[224.986450195312, 325.929382324219, 405.0, 360.0]","[32.0, 40.0, 24.0, 24.0]","[33.0, 29.0, 28.0, 21.0]"
312,10.4,"[395.458190917969, 129.065063476562, 318.0, 160.0]","[228.069595336914, 322.707489013672, 408.0, 358.0]","[32.0, 50.0, 23.0, 20.0]","[33.0, 38.0, 25.0, 24.0]"
313,10.433,"[395.685638427734, 130.922424316406, 318.0, 164.0]","[231.18147277832, 328.266174316406, 408.0, 357.0]","[32.0, 44.0, 27.0, 19.0]","[33.0, 31.0, 28.0, 24.0]"
314,10.467,"[395.824462890625, 130.991348266602, 322.0, 173.0]","[234.31477355957, 328.385070800781, 412.0, 357.0]","[32.0, 43.0, 23.0, 20.0]","[33.0, 33.0, 24.0, 24.0]"
315,10.5,"[396.013519287109, 123.207550048828, 323.0, 172.0]","[237.786926269531, 322.291412353516, 412.0, 358.0]","[32.0, 58.0, 22.0, 29.0]","[33.0, 48.0, 26.0, 23.0]"
316,10.533,"[396.698516845703, 129.088104248047, 321.0, 183.0]","[241.97102355957, 330.65966796875, 411.0, 357.0]","[32.0, 45.0, 24.0, 20.0]","[33.0, 35.0, 27.0, 23.0]"
317,10.567,"[396.995941162109, 127.033988952637, 321.0, 186.0]","[246.122177124023, 331.242828369141, 411.0, 355.0]","[32.0, 48.0, 22.0, 20.0]","[33.0, 37.0, 30.0, 27.0]"
318,10.6,"[397.966400146484, 123.266021728516, 325.0, 194.0]","[250.748107910156, 330.032745361328, 417.0, 354.0]","[32.0, 55.0, 18.0, 18.0]","[33.0, 43.0, 24.0, 27.0]"
319,10.633,"[398.638854980469, 127.320274353027, 325.0, 195.0]","[254.925979614258, 336.388458251953, 417.0, 354.0]","[32.0, 45.0, 17.0, 22.0]","[33.0, 34.0, 26.0, 27.0]"
320,10.667,"[399.149963378906, 126.072113037109, 326.0, 203.0]","[259.062896728516, 337.716552734375, 421.0, 354.0]","[32.0, 47.0, 22.0, 21.0]","[33.0, 35.0, 22.0, 27.0]"
321,10.7,"[399.478485107422, 126.338722229004, 206.0, 262.470855712891]","[340.390838623047, 354.0, 32.0, 45.0]","[16.0, 33.0, 33.0, 26.0]","[nan, nan, nan, nan]"
322,10.733,"[399.750335693359, 124.913909912109, 205.0, 265.257019042969]","[340.777954101562, 351.0, 32.0, 47.0]","[24.0, 33.0, 36.0, 27.0]","[nan, nan, nan, nan]"
323,10.767,"[400.454833984375, 127.005279541016, 210.0, 268.075897216797]","[344.322509765625, 354.0, 32.0, 41.0]","[18.0, 33.0, 30.0, 23.0]","[nan, nan, nan, nan]"
324,10.8,"[401.055084228516, 126.304672241211, 215.0, 270.893402099609]","[345.815032958984, 354.0, 32.0, 40.0]","[19.0, 33.0, 28.0, 26.0]","[nan, nan, nan, nan]"
325,10.833,"[401.543792724609, 122.43204498291, 215.0, 273.861846923828]","[343.960388183594, 354.0, 32.0, 47.0]","[21.0, 33.0, 36.0, 27.0]","[nan, nan, nan, nan]"
326,10.867,"[402.0, 129.0, 218.0, 278.0]","[352.0, 354.0, 32.0, 33.0]","[20.0, 32.0, 22.0, 27.0]","[nan, nan, nan, nan]"
